PC,Region,Corr_Visual,Pval_Visual,Corr_Auditory,Pval_Auditory,Corr_Interaction,Pval_Interaction,region_vis_prob,region_vis_prob_va
PC_0,7Networks_LH_DorsAttn_FEF_1,-0.47918259271700375,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.75,0.35714285714285715
PC_0,7Networks_LH_SalVentAttn_ParOper_1,-0.4791825927170037,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.4,0.875
PC_0,7Networks_LH_SalVentAttn_FrOperIns_1,-0.4791825927170037,5.42213477207726e-13,0.8323998660180796,4.309147378319732e-42,-0.6679521146382374,1.3993180034239054e-23,0.4,0.0
PC_0,7Networks_LH_SalVentAttn_FrOperIns_2,-0.4791825927170037,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.4,0.0
PC_0,7Networks_LH_SalVentAttn_PFCl_1,-0.4791825927170037,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.4,0.0
PC_0,7Networks_LH_SalVentAttn_Med_1,-0.47918259271700375,5.42213477207726e-13,0.8323998660180796,4.309147378319732e-42,-0.6679521146382374,1.3993180034239054e-23,0.4,0.8125
PC_0,7Networks_LH_SalVentAttn_Med_2,-0.47918259271700375,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.4,0.8125
PC_0,7Networks_LH_SalVentAttn_Med_3,-0.4791825927170037,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382376,1.3993180034238187e-23,0.4,0.8125
PC_0,7Networks_LH_Limbic_OFC_1,-0.4791825927170037,5.42213477207726e-13,0.8323998660180797,4.309147378319732e-42,-0.6679521146382376,1.3993180034238187e-23,0.35,0.875
PC_0,7Networks_LH_Limbic_TempPole_1,-0.47918259271700375,5.42213477207726e-13,0.8323998660180796,4.309147378319732e-42,-0.6679521146382377,1.3993180034238187e-23,0.35,0.8823529411764706
PC_0,7Networks_LH_Limbic_TempPole_2,-0.4791825927170037,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.35,0.8823529411764706
PC_0,7Networks_LH_Cont_Par_1,-0.47918259271700375,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.5,0.43749999999999994
PC_0,7Networks_LH_Cont_PFCl_1,-0.4791825927170038,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.5,0.3125
PC_0,7Networks_LH_Cont_pCun_1,-0.4791825927170037,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.5,0.4285714285714286
PC_0,7Networks_LH_Cont_Cing_1,-0.4791825927170037,5.42213477207726e-13,0.83239986601808,4.309147378318888e-42,-0.6679521146382374,1.3993180034239054e-23,0.5,0.39999999999999997
PC_0,7Networks_LH_Default_Temp_1,-0.47918259271700375,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.4,0.7499999999999999
PC_0,7Networks_LH_Default_Temp_2,-0.4791825927170036,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.4,0.7499999999999999
PC_0,7Networks_LH_Default_Par_1,0.4791825927170037,5.42213477207726e-13,-0.8323998660180796,4.309147378319732e-42,0.6679521146382376,1.3993180034238187e-23,0.45,0.8125
PC_0,7Networks_LH_Default_Par_2,-0.4791825927170036,5.42213477207726e-13,0.8323998660180796,4.309147378319732e-42,-0.6679521146382374,1.3993180034239054e-23,0.45,0.8125
PC_0,7Networks_LH_Default_PFC_1,-0.4791825927170037,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382376,1.3993180034238187e-23,0.35,0.5625
PC_0,7Networks_LH_Default_PFC_2,-0.47918259271700375,5.42213477207726e-13,0.8323998660180796,4.309147378319732e-42,-0.6679521146382376,1.3993180034238187e-23,0.35,0.5625
PC_0,7Networks_LH_Default_PFC_3,-0.47918259271700375,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.35,0.5625
